0,2
pb 4600286263,pb 0040.0046997.08.2
pb 4600286264,pb 0050.0046921.08.9
pb 4600286268,pb 6000.0046136.08.2
pb 4600286269,pb 6000.0046855.08.2
pb 4600286273,pb 0300.0046247.08.2
pb 4600286276,pb 6000.0046345.08.2
pb 4600286280,pb 6000.0046995.08.2
pb 4600286281,pb 2200.0046124.08.2
pb 4600286285,pb 0800.0046907.08.2
pb 4600286286,pb 1250.0047014.08.3
pb 4600286287,pb 6000.0046576.08.3
pb 4600286293,pb 6000.0042548.08.2
pb 4600286294,pb 6000.0046402.08.3
pb 4600286298,pb 1200.0046246.08.3
pb 4600286300,pb 0802.0045234.08.2
pb 4600286301,pb 0050.0046849.08.2
pb 4600286305,pb 0300.0046550.08.3
pb 4600286308,pb 6000.0046980.08.3
pb 4600286309,pb 6000.0043328.08.2
pb 4600286313,pb 0050.0046403.08.2
pb 4600286315,pb 6000.0045084.08.2
pb 4600286316,pb 0800.0046699.08.3
pb 4600286317,pb 6000.0045427.08.2
pb 4600286318,pb 0100.0046598.08.2
pb 4600286319,pb 0040.0046016.08.2
pb 4600286322,pb 0040.0045998.08.2
pb 4600286324,pb 6000.0046912.08.3
pb 4600286325,pb 6000.0046490.08.2
pb 4600286326,pb 6000.0046170.08.2
pb 4600286333,pb 1100.0046888.08.3
pb 4600286334,pb 6000.0047088.08.2
pb 4600286335,pb 6000.0045103.08.2
pb 4600286336,pb 6000.0047087.08.2
pb 4600286339,pb 2200.0038596.07.3
pb 4600286340,pb 6000.0046478.08.3
pb 4600286341,pb 0802.0046390.08.2
pb 4600286342,pb 0200.0046945.08.3
pb 4600286343,pb 0040.0045965.08.2
pb 4600286353,pb 6000.0047155.08.2
pb 4600286354,pb 6000.0047162.08.2
pb 4600286361,pb 0800.0046497.08.3
pb 4600286363,pb 6000.0046856.08.3
pb 4600286366,pb 2600.0046529.08.2
pb 4600286369,pb 1350.0046726.08.3
pb 4600286375,pb 0200.0046698.08.3
pb 4600286378,pb 2300.0046629.08.2
pb 4600286379,pb 6000.0046964.08.2
pb 4600286396,pb 2200.0046628.08.3
pb 4600286397,pb 0802.0046336.08.2
pb 4600286398,pb 0050.0043631.08.2
pb 4600286399,pb 6000.0046211.08.2
pb 4600286400,pb 6000.0046449.08.3
pb 4600286403,pb 6000.0045101.08.2
pb 4600286404,pb 6000.0044302.08.2
pb 4600286406,pb 6000.0045980.08.2
pb 4600286407,pb 6000.0045568.08.3
pb 4600286410,pb 2050.0045912.08.2
pb 4600286411,pb 2050.0045912.08.2
pb 4600286412,pb 2050.0045915.08.2
pb 4600286413,pb 2050.0045915.08.2
pb 4600286414,pb 2050.0045916.08.2
pb 4600286415,pb 2050.0045916.08.2
pb 4600286416,pb 2050.0045914.08.2
pb 4600286417,pb 2050.0045914.08.2
pb 4600286418,pb 2050.0045913.08.2
pb 4600286419,pb 2050.0045913.08.2
pb 4600286421,pb 0100.0046577.08.2
pb 4600286423,pb 1250.0046881.08.2
pb 4600286425,pb 1100.0046707.08.2
pb 4600286429,pb 0801.0046676.08.3
pb 4600286430,pb 6000.0046622.08.2
pb 4600286432,pb 2070.0046587.08.2
pb 4600286433,pb 2070.0046876.08.2
pb 4600286434,pb 2070.0046705.08.2
pb 4600286437,pb 0800.0046513.08.2
pb 4600286439,pb 0800.0044252.08.2
pb 4600286448,pb 0040.0046794.08.2
pb 4600286450,pb 0600.0046467.08.2
pb 4600286451,pb 6000.0046874.08.3
pb 4600286457,pb 6000.0046668.08.2
pb 4600286458,pb 6000.0046063.08.3
pb 4600286459,pb 6000.0046608.08.2
pb 4600286460,pb 6000.0045966.08.2
pb 4600286462,pb 0040.0036015.07.2
pb 4600286463,pb 0040.0036015.07.2
pb 4600286464,pb 0020.0046361.08.2
pb 4600286468,pb 6000.0046761.08.2
pb 4600286469,pb 1150.0046803.08.3
pb 4600286476,pb 6000.0044958.08.2
pb 4600286477,pb 0800.0046835.08.3
pb 4600286478,pb 0050.0040304.08.4
pb 4600286479,pb 0050.0043611.08.4
pb 4600286480,pb 0300.0046443.08.3
pb 4600286481,pb 2500.0046454.08.2
pb 4600286483,pb 1200.0045006.08.3
pb 4600286485,pb 2050.0046819.08.2
pb 4600286487,pb 0300.0046095.08.3
pb 4600286488,pb 2500.0046375.08.2
pb 4600286491,pb 6000.0047025.08.2
pb 4600286492,pb 6000.0046841.08.2
pb 4600286493,pb 6000.0046103.08.3
pb 4600286494,pb 6000.0045395.08.2
pb 4600286495,pb 6000.0044762.08.2
pb 4600286496,pb 6000.0045555.08.2
pb 4600286497,pb 6000.0044735.08.2
pb 4600286498,pb 6000.0045512.08.2
pb 4600286500,pb 1350.0046166.08.3
pb 4600286501,pb 2070.0046191.08.2
pb 4600286503,pb 2500.0046430.08.2
pb 4600286505,pb 2500.0045650.08.2
pb 4600286507,pb 0800.0045678.08.2
pb 4600286509,pb 0050.0045641.08.3
pb 4600286510,pb 0050.0045125.08.2
pb 4600286512,pb 0050.0044003.08.2
pb 4600286513,pb 2500.0046401.08.2
pb 4600286514,pb 6000.0045298.08.2
pb 4600286521,pb 2100.0046562.08.2
pb 4600286525,pb 2500.0046800.08.2
pb 4600286529,pb 1300.0046061.08.3
pb 4600286530,pb 6000.0047120.08.2
pb 4600286531,pb 6000.0046143.08.2
pb 4600286532,pb 6000.0046696.08.3
pb 4600286534,pb 6000.0047008.08.2
pb 4600286535,pb 0050.0046253.08.2
pb 4600286536,pb 0800.0046339.08.3
pb 4600286537,pb 2300.0045677.08.4
pb 4600286538,pb 6000.0047159.08.2
pb 4600286539,pb 0040.0046192.08.2
pb 4600286540,pb 0802.0046512.08.3
pb 4600286542,pb 0200.0046811.08.2
pb 4600286543,pb 1100.0046918.08.3
pb 4600286547,pb 0802.0046337.08.2
pb 4600286551,pb 6000.0045533.08.2
pb 4600286554,pb 0801.0047055.08.2
pb 4600286557,pb 0801.0047055.08.2
pb 4600286561,pb 0050.0040302.08.4
pb 4600286562,pb 2800.0044966.08.4
pb 4600286564,pb 7000.0045503.08.2
pb 4600286571,pb 1400.0045571.08.2
pb 4600286572,pb 0020.0045863.08.2
pb 4600286574,pb 6000.0038936.08.2
pb 4600286590,pb 1350.0045104.08.2
pb 4600286596,pb 6000.0047195.08.2
pb 4600286597,pb 2500.0046455.08.2
pb 4600286599,pb 1650.0046364.08.3
pb 4600286601,pb 0020.0046558.08.3
pb 4600286603,pb 6000.0046986.08.2
pb 4600286604,pb 0600.0046367.08.2
pb 4600286607,pb 1050.0046681.08.2
pb 4600286608,pb 0050.0043245.08.4
pb 4600286615,pb 2050.0045195.08.3
pb 4600286617,pb 0801.0045946.08.3
pb 4600286618,pb 0040.0046619.08.2
pb 4600286619,pb 6000.0046618.08.3
pb 4600286622,pb 6000.0046847.08.2
pb 4600286631,pb 6000.0046877.08.3
pb 4600286641,pb 1100.0046814.08.2
pb 4600286643,pb 6000.0047331.08.2
pb 4600286652,pb 0050.0045705.08.4
pb 4600286653,pb 0050.0042272.08.4
pb 4600286654,pb 1100.0046471.08.2
pb 4600286657,pb 0050.0043469.08.4
pb 4600286659,pb 1250.0047373.08.3
pb 4600286660,pb 6000.0046306.08.2
pb 4600286661,pb 1250.0047371.08.3
pb 4600286662,pb 1200.0046865.08.3
pb 4600286663,pb 1250.0047391.08.3
pb 4600286676,pb 6000.0046373.08.3
pb 4600286678,pb 0040.0046453.08.2
pb 4600286683,pb 2500.0047123.08.2
pb 4600286684,pb 1350.0046386.08.2
pb 4600286696,pb 0300.0046421.08.2
pb 4600286697,pb 1050.0046812.08.2
pb 4600286702,pb 0802.0046993.08.3
pb 4600286703,pb 0802.0046950.08.3
pb 4600286704,pb 0802.0046951.08.3
pb 4600286708,pb 0050.0046625.08.2
pb 4600286711,pb 6000.0046508.08.2
pb 4600286715,pb 0300.0046666.08.2
pb 4600286716,pb 1100.0044739.08.3
pb 4600286725,pb 6000.0047393.08.2
pb 4600286727,pb 1200.0045969.08.3
pb 4600286734,pb 1100.0046057.08.3
pb 4600286740,pb 6000.0046492.08.2
pb 4600286746,pb 1200.0046872.08.3
pb 4600286753,pb 0020.0046480.08.3
pb 4600286756,pb 1100.0046567.08.3
pb 4600286762,pb 6000.0046624.08.3
pb 4600286770,pb 1050.0046589.08.2
pb 4600286772,pb 6000.0046465.08.2
pb 4600286774,pb 6000.0046155.08.2
pb 4600286775,pb 6000.0046019.08.2
pb 4600286776,pb 6000.0046656.08.2
pb 4600286777,pb 6000.0047220.08.2
pb 4600286780,pb 2050.0046646.08.2
pb 4600286781,pb 1100.0046825.08.3
pb 4600286782,pb 2050.0046646.08.2
pb 4600286783,pb 1100.0046917.08.3
pb 4600286784,pb 6000.0046754.08.2
pb 4600286788,pb 6000.0046596.08.2
pb 4600286791,pb 0050.0044324.08.4
pb 4600286793,pb 2500.0046328.08.2
pb 4600286802,pb 6000.0045116.08.2
pb 4600286808,pb 6000.0044273.08.2
pb 4600286809,pb 6000.0045425.08.2
pb 4600286811,pb 6000.0046805.08.2
pb 4600286816,pb 0050.0044119.08.4
pb 4600286819,pb 0801.0046802.08.2
pb 4600286820,pb 6000.0046728.08.3
pb 4600286822,pb 1200.0046560.08.2
pb 4600286823,pb 0050.0044381.08.4
pb 4600286826,pb 0300.0046697.08.2
pb 4600286827,pb 7000.0044880.08.2
pb 4600286831,pb 1300.0047059.08.3
pb 4600286833,pb 6000.0047093.08.2
pb 4600286854,pb 6000.0047477.08.2
pb 4600286859,pb 6000.0044883.08.2
pb 4600286863,pb 1350.0046312.08.2
pb 4600286866,pb 1350.0045104.08.2
pb 4600286873,pb 6000.0045690.08.2
pb 4600286874,pb 0801.0046896.08.2
pb 4600286875,pb 6000.0046934.08.3
pb 4600286902,pb 1050.0046565.08.2
pb 4600286903,pb 1200.0046909.08.3
pb 4600286904,pb 6000.0044362.08.2
pb 4600286905,pb 0050.0042269.08.4
pb 4600286910,pb 0040.0046309.08.2
pb 4600286919,pb 0050.0044718.08.4
pb 4600286921,pb 1200.0046591.08.3
pb 4600286925,pb 0050.0046129.08.2
pb 4600286928,pb 6000.0046965.08.3
pb 4600286932,pb 6000.0046889.08.2
pb 4600286934,pb 0100.0045760.08.3
pb 4600286935,pb 0050.0044772.08.4
pb 4600286937,pb 1400.0046829.08.2
pb 4600286938,pb 1650.0047065.08.3
pb 4600286940,pb 6000.0046464.08.2
pb 4600286942,pb 0020.0046547.08.3
pb 4600286951,pb 1350.0046781.08.2
pb 4600286952,pb 6000.0046168.08.3
pb 4600286953,pb 6000.0046137.08.2
pb 4600286954,pb 6000.0046639.08.2
pb 4600286957,pb 1050.0046197.08.2
pb 4600286974,pb 0040.0046796.08.2
pb 4600286975,pb 6000.0046329.08.2
pb 4600286981,pb 0100.0045387.08.2
pb 4600286986,pb 0050.0043773.08.4
pb 4600286988,pb 7000.0047450.08.2
pb 4600286989,pb 6000.0047038.08.3
pb 4600286997,pb 0300.0045416.08.2
pb 4600287000,pb 0050.0042621.08.4
pb 4600287048,pb 2700.0046583.08.2
pb 4600287055,pb 2600.0044213.08.2
pb 4600287056,pb 0801.0046786.08.3
pb 4600287061,pb 1200.0044856.08.2
pb 4600287065,pb 0200.0046711.08.2
pb 4600287072,pb 6000.0045578.08.2
pb 4600287073,pb 0600.0046658.08.2
pb 4600287096,pb 6000.0046483.08.2
pb 4600287170,pb 7000.0045986.08.2
pb 4600287171,pb 0800.0047017.08.2
pb 4600287174,pb 1650.0047231.08.3
pb 4600287175,pb 0802.0042652.08.2
pb 4600287177,pb 1450.0046770.08.2
pb 4600287179,pb 6000.0046603.08.3
pb 4600287191,pb 6000.0047557.08.2
pb 4600287192,pb 2800.0046637.08.2
pb 4600287193,pb 2800.0046640.08.2
pb 4600287200,pb 0050.0047015.08.2
pb 4600287211,pb 0050.0046776.08.2
pb 4600287214,pb 1500.0046735.08.2
pb 4600287215,pb 1100.0046522.08.2
pb 4600287221,pb 2070.0046902.08.2
pb 4600287224,pb 1100.0046648.08.2
pb 4600287230,pb 7000.0045711.08.2
pb 4600287235,pb 0801.0046607.08.2
pb 4600287238,pb 6000.0046734.08.3
pb 4600287240,pb 0801.0046607.08.2
pb 4600287242,pb 0801.0046607.08.2
pb 4600287243,pb 0801.0046607.08.2
pb 4600287244,pb 0801.0046607.08.2
pb 4600287245,pb 0801.0046607.08.2
pb 4600287246,pb 0801.0046607.08.2
pb 4600287294,pb 6000.0046653.08.2
pb 4600287295,pb 2800.0046543.08.2
pb 4600287307,pb 2050.0046223.08.2
pb 4600287309,pb 2050.0046223.08.2
pb 4600287310,pb 6000.0047317.08.2
pb 4600287311,pb 1100.0047401.08.3
pb 4600287319,pb 6000.0047005.08.2
pb 4600287320,pb 6000.0046249.08.2
pb 4600287324,pb 6000.0046682.08.2
pb 4600287335,pb 0802.0045238.08.2
pb 4600287341,pb 7000.0046347.08.2
pb 4600287343,pb 7000.0046815.08.2
pb 4600287344,pb 6000.0047111.08.3
pb 4600287345,pb 6000.0046435.08.2
pb 4600287352,pb 6101.0047612.08.2
pb 4600287354,pb 0200.0046755.08.2
pb 4600287361,pb 2070.0046706.08.2
pb 4600287371,pb 6102.0047566.08.2
pb 4600287373,pb 1050.0046590.08.2
pb 4600287379,pb 0040.0046914.08.2
pb 4600287485,pb 1350.0046410.08.2
pb 4600287542,pb 1400.0047075.08.2
pb 4600287545,pb 1150.0046398.08.2
pb 4600287547,pb 1400.0047073.08.2
pb 4600287549,pb 1400.0047072.08.2
pb 4600287550,pb 1400.0047074.08.2
pb 4600287591,pb 2700.0045542.08.2
pb 4600287592,pb 2700.0045586.08.2
pb 4600287597,pb 0300.0047379.08.3
pb 4600287598,pb 2070.0046890.08.2
pb 4600287609,pb 7000.0046104.08.2
pb 4600287620,pb 0050.0044816.08.4
pb 4600287628,pb 1100.0046863.08.2
pb 4600287633,pb 0050.0045996.08.2
pb 4600287682,pb 1050.0047060.08.3
pb 4600287683,pb 6000.0046219.08.2
pb 4600287684,pb 0800.0046702.08.2
pb 4600287694,pb 0802.0047442.08.3
pb 4600287695,pb 1250.0046404.08.2
pb 4600287758,pb 1400.0045551.08.2
pb 4600287763,pb 2700.0046384.08.2
pb 4600287764,pb 0600.0046342.08.2
pb 4600287766,pb 6000.0047526.08.2
pb 4600287773,pb 2600.0042426.08.2
pb 4600287774,pb 6000.0045543.08.2
pb 4600287775,pb 6000.0045523.08.3
pb 4600287778,pb 6000.0047676.08.2
pb 4600287780,pb 6000.0046533.08.3
pb 4600287785,pb 2700.0045628.08.2
pb 4600287786,pb 0050.0042917.08.4
pb 4600287787,pb 0050.0042792.08.4
pb 4600287789,pb 0050.0045927.08.2
pb 4600287790,pb 6000.0045480.08.3
pb 4600287795,pb 2050.0046297.08.2
pb 4600287796,pb 2050.0046295.08.2
pb 4600287808,pb 6000.0046436.08.2
pb 4600287810,pb 6000.0046545.08.2
pb 4600287814,pb 6000.0046026.08.3
pb 4600287816,pb 2500.0044359.08.2
pb 4600287821,pb 0050.0044922.08.4
pb 4600287880,pb 6000.0046491.08.2
pb 4600287881,pb 6000.0047549.08.2
pb 4600287889,pb 0300.0046210.08.2
pb 4600287896,pb 0802.0046317.08.3
pb 4600287898,pb 0050.0036823.07.4
pb 4600287902,pb 6000.0046925.08.3
pb 4600287905,pb 0040.0045883.08.2
pb 4600287906,pb 0800.0046985.08.2
pb 4600287912,pb 2050.0046700.08.2
pb 4600287970,pb 6000.0043276.08.3
pb 4600287989,pb 1050.0046344.08.2
pb 4600287996,pb 6000.0046027.08.3
pb 4600287997,pb 0050.0044818.08.2
pb 4600288105,pb 2300.0042507.08.2
pb 4600288179,pb 0050.0044370.08.4
pb 4600288180,pb 0050.0042934.08.4
pb 4600288196,pb 6000.0048092.08.3
pb 4600288201,pb 6000.0045770.08.2
pb 4600288204,pb 6000.0047037.08.3
pb 4600288275,pb 6000.0047213.08.3
pb 4600288278,pb 0802.0047493.08.3
pb 4600288281,pb 6000.0046102.08.3
pb 4600288283,pb 0020.0047984.08.2
pb 4600288389,pb 6000.0046977.08.2
pb 4600288393,pb 6000.0047020.08.3
pb 4600288582,pb 2200.0046774.08.2
pb 4600288670,pb 1050.0046546.08.2
pb 4600288675,pb 6000.0046943.08.3
pb 4600288678,pb 6000.0046228.08.3
pb 4600288770,pb 6000.0048116.08.2
pb 4600288789,pb 0050.0045477.08.2
pb 4600288798,pb 1250.0046147.08.2
pb 4600288827,pb 6000.0047082.08.3
pb 4600288867,pb 2700.0046594.08.2
pb 4600288877,pb 0050.0043694.08.2
pb 4600288912,pb 0040.0047282.08.2
pb 4600289023,pb 0040.0046437.08.2
pb 4600289024,pb 0040.0046505.08.2
pb 4600289171,pb 6000.0046144.08.3
pb 4600289178,pb 0050.0044706.08.4
pb 4600289181,pb 0050.0045440.08.2
pb 4600289183,pb 6000.0046960.08.3
pb 4600289294,pb 6000.0048376.08.2
pb 4600289411,pb 0100.0046978.08.2
pb 4600289417,pb 7000.0048272.08.2
pb 4600289418,pb 0050.0046673.08.2
pb 4600289484,pb 2600.0046649.08.2
pb 4600289570,pb 6000.0046766.08.3
pb 4600289583,pb 6000.0045644.08.2
